State,Category,Subcategory,Estimated Population,State Population
Montana,Ancestry,Swiss,6745,1050493
Nebraska,Ancestry,Swiss,7509,1920076
Nevada,Ancestry,Swiss,7432,2998039
New Hampshire,Ancestry,Swiss,2469,1342795
New Jersey,Ancestry,Swiss,14620,9005644
New Mexico,Ancestry,Swiss,2907,2088070
New York,Ancestry,Swiss,36320,19849399
North Carolina,Ancestry,Swiss,15618,10273419
North Dakota,Ancestry,Swiss,1265,755393
Ohio,Ancestry,Swiss,63656,11658609
Oklahoma,Ancestry,Swiss,6394,3930864
Oregon,Ancestry,Swiss,24817,4142776
Pennsylvania,Ancestry,Swiss,71260,12805537
Rhode Island,Ancestry,Swiss,1016,1059639
South Carolina,Ancestry,Swiss,8661,5024369
South Dakota,Ancestry,Swiss,3106,869666
Tennessee,Ancestry,Swiss,10892,6715984
Texas,Ancestry,Swiss,31266,28304596
Utah,Ancestry,Swiss,35063,3101833
Vermont,Ancestry,Swiss,2159,623657
Virginia,Ancestry,Swiss,23884,8470020
Washington,Ancestry,Swiss,33078,7405743
West Virginia,Ancestry,Swiss,3936,1815857
Wisconsin,Ancestry,Swiss,56320,5795483
Wyoming,Ancestry,Swiss,2491,579315
Alabama,Ancestry,Ukrainian,2505,4874747
Alaska,Ancestry,Ukrainian,3653,739795
Arizona,Ancestry,Ukrainian,11888,7016270
Arkansas,Ancestry,Ukrainian,1651,3004279
California,Ancestry,Ukrainian,116845,39536653
Colorado,Ancestry,Ukrainian,15272,5607154
Connecticut,Ancestry,Ukrainian,18610,3588184
Delaware,Ancestry,Ukrainian,6883,961939
District of Columbia,Ancestry,Ukrainian,3518,693972
Florida,Ancestry,Ukrainian,62391,20984400
Georgia,Ancestry,Ukrainian,13813,10429379
Hawaii,Ancestry,Ukrainian,2041,1427538
Idaho,Ancestry,Ukrainian,4432,1716943
Illinois,Ancestry,Ukrainian,53449,12802023
Indiana,Ancestry,Ukrainian,7662,6666818
Iowa,Ancestry,Ukrainian,1978,3145711
Kansas,Ancestry,Ukrainian,3120,2913123
Kentucky,Ancestry,Ukrainian,3683,4454189
Louisiana,Ancestry,Ukrainian,2635,4684333
Maine,Ancestry,Ukrainian,1749,1335907
Maryland,Ancestry,Ukrainian,22393,6052177
Massachusetts,Ancestry,Ukrainian,28034,6859819
Michigan,Ancestry,Ukrainian,35017,9962311
Minnesota,Ancestry,Ukrainian,16317,5576606
Mississippi,Ancestry,Ukrainian,694,2984100
Missouri,Ancestry,Ukrainian,6327,6113532
Montana,Ancestry,Ukrainian,2710,1050493
Nebraska,Ancestry,Ukrainian,2302,1920076
Nevada,Ancestry,Ukrainian,4645,2998039
New Hampshire,Ancestry,Ukrainian,4281,1342795
New Jersey,Ancestry,Ukrainian,65300,9005644
New Mexico,Ancestry,Ukrainian,2040,2088070
New York,Ancestry,Ukrainian,133161,19849399
North Carolina,Ancestry,Ukrainian,17116,10273419
North Dakota,Ancestry,Ukrainian,3638,755393
Ohio,Ancestry,Ukrainian,43963,11658609
Oklahoma,Ancestry,Ukrainian,3680,3930864
Oregon,Ancestry,Ukrainian,20141,4142776
Pennsylvania,Ancestry,Ukrainian,106219,12805537
Rhode Island,Ancestry,Ukrainian,5644,1059639
South Carolina,Ancestry,Ukrainian,11199,5024369
South Dakota,Ancestry,Ukrainian,1423,869666
Tennessee,Ancestry,Ukrainian,8779,6715984
Texas,Ancestry,Ukrainian,21216,28304596
Utah,Ancestry,Ukrainian,2679,3101833
Vermont,Ancestry,Ukrainian,2168,623657
Virginia,Ancestry,Ukrainian,20073,8470020
Washington,Ancestry,Ukrainian,63919,7405743
West Virginia,Ancestry,Ukrainian,2261,1815857
Wisconsin,Ancestry,Ukrainian,10746,5795483
Wyoming,Ancestry,Ukrainian,773,579315
Alabama,Ancestry,Welsh,23448,4874747
Alaska,Ancestry,Welsh,4307,739795
Arizona,Ancestry,Welsh,36973,7016270
Arkansas,Ancestry,Welsh,13697,3004279
California,Ancestry,Welsh,151325,39536653
Colorado,Ancestry,Welsh,49032,5607154
Connecticut,Ancestry,Welsh,15262,3588184
Delaware,Ancestry,Welsh,8047,961939
District of Columbia,Ancestry,Welsh,2636,693972
Florida,Ancestry,Welsh,98851,20984400
Georgia,Ancestry,Welsh,42259,10429379
Hawaii,Ancestry,Welsh,3708,1427538
Idaho,Ancestry,Welsh,23920,1716943
Illinois,Ancestry,Welsh,51130,12802023
Indiana,Ancestry,Welsh,36445,6666818
Iowa,Ancestry,Welsh,19731,3145711
Kansas,Ancestry,Welsh,22438,2913123
Kentucky,Ancestry,Welsh,24545,4454189
Louisiana,Ancestry,Welsh,9428,4684333
Maine,Ancestry,Welsh,13460,1335907
Maryland,Ancestry,Welsh,36171,6052177
Massachusetts,Ancestry,Welsh,22923,6859819
Michigan,Ancestry,Welsh,45691,9962311
Minnesota,Ancestry,Welsh,26775,5576606
Mississippi,Ancestry,Welsh,9193,2984100
Missouri,Ancestry,Welsh,37159,6113532
Montana,Ancestry,Welsh,11770,1050493
Nebraska,Ancestry,Welsh,9726,1920076
Nevada,Ancestry,Welsh,16662,2998039
New Hampshire,Ancestry,Welsh,11756,1342795
New Jersey,Ancestry,Welsh,30482,9005644
New Mexico,Ancestry,Welsh,9154,2088070
New York,Ancestry,Welsh,74889,19849399
North Carolina,Ancestry,Welsh,55930,10273419
North Dakota,Ancestry,Welsh,2272,755393
Ohio,Ancestry,Welsh,117185,11658609
Oklahoma,Ancestry,Welsh,19179,3930864
Oregon,Ancestry,Welsh,41006,4142776
Pennsylvania,Ancestry,Welsh,155356,12805537
Rhode Island,Ancestry,Welsh,2791,1059639
South Carolina,Ancestry,Welsh,27156,5024369
South Dakota,Ancestry,Welsh,3631,869666
Tennessee,Ancestry,Welsh,32410,6715984
Texas,Ancestry,Welsh,103669,28304596
Utah,Ancestry,Welsh,65406,3101833
Vermont,Ancestry,Welsh,6891,623657
Virginia,Ancestry,Welsh,50325,8470020
Washington,Ancestry,Welsh,76532,7405743
West Virginia,Ancestry,Welsh,13165,1815857
Wisconsin,Ancestry,Welsh,29838,5795483
Wyoming,Ancestry,Welsh,5524,579315
Alabama,Ancestry,West Indian (excluding Hispanic origin groups),9968,4874747
Alaska,Ancestry,West Indian (excluding Hispanic origin groups),1998,739795
Arizona,Ancestry,West Indian (excluding Hispanic origin groups),12144,7016270
Arkansas,Ancestry,West Indian (excluding Hispanic origin groups),2786,3004279
California,Ancestry,West Indian (excluding Hispanic origin groups),90346,39536653
Colorado,Ancestry,West Indian (excluding Hispanic origin groups),12987,5607154
Connecticut,Ancestry,West Indian (excluding Hispanic origin groups),95031,3588184
Delaware,Ancestry,West Indian (excluding Hispanic origin groups),16254,961939
District of Columbia,Ancestry,West Indian (excluding Hispanic origin groups),8727,693972
Florida,Ancestry,West Indian (excluding Hispanic origin groups),964966,20984400
Georgia,Ancestry,West Indian (excluding Hispanic origin groups),121324,10429379
Hawaii,Ancestry,West Indian (excluding Hispanic origin groups),1683,1427538
Idaho,Ancestry,West Indian (excluding Hispanic origin groups),829,1716943
Illinois,Ancestry,West Indian (excluding Hispanic origin groups),38055,12802023
Indiana,Ancestry,West Indian (excluding Hispanic origin groups),9294,6666818
Iowa,Ancestry,West Indian (excluding Hispanic origin groups),2547,3145711
Kansas,Ancestry,West Indian (excluding Hispanic origin groups),2691,2913123
Kentucky,Ancestry,West Indian (excluding Hispanic origin groups),6712,4454189
Louisiana,Ancestry,West Indian (excluding Hispanic origin groups),10540,4684333
Maine,Ancestry,West Indian (excluding Hispanic origin groups),3097,1335907
Maryland,Ancestry,West Indian (excluding Hispanic origin groups),95726,6052177
Massachusetts,Ancestry,West Indian (excluding Hispanic origin groups),134939,6859819
Michigan,Ancestry,West Indian (excluding Hispanic origin groups),21117,9962311
Minnesota,Ancestry,West Indian (excluding Hispanic origin groups),8194,5576606
Mississippi,Ancestry,West Indian (excluding Hispanic origin groups),1209,2984100
Missouri,Ancestry,West Indian (excluding Hispanic origin groups),8490,6113532
Montana,Ancestry,West Indian (excluding Hispanic origin groups),687,1050493
Nebraska,Ancestry,West Indian (excluding Hispanic origin groups),2128,1920076
Nevada,Ancestry,West Indian (excluding Hispanic origin groups),6690,2998039
New Hampshire,Ancestry,West Indian (excluding Hispanic origin groups),5757,1342795
New Jersey,Ancestry,West Indian (excluding Hispanic origin groups),173004,9005644
New Mexico,Ancestry,West Indian (excluding Hispanic origin groups),1669,2088070
New York,Ancestry,West Indian (excluding Hispanic origin groups),795052,19849399
North Carolina,Ancestry,West Indian (excluding Hispanic origin groups),42615,10273419
North Dakota,Ancestry,West Indian (excluding Hispanic origin groups),714,755393
Ohio,Ancestry,West Indian (excluding Hispanic origin groups),20385,11658609
Oklahoma,Ancestry,West Indian (excluding Hispanic origin groups),17390,3930864
Oregon,Ancestry,West Indian (excluding Hispanic origin groups),4218,4142776
Pennsylvania,Ancestry,West Indian (excluding Hispanic origin groups),78541,12805537
Rhode Island,Ancestry,West Indian (excluding Hispanic origin groups),9006,1059639
South Carolina,Ancestry,West Indian (excluding Hispanic origin groups),13916,5024369
South Dakota,Ancestry,West Indian (excluding Hispanic origin groups),313,869666
Tennessee,Ancestry,West Indian (excluding Hispanic origin groups),13626,6715984
Texas,Ancestry,West Indian (excluding Hispanic origin groups),79296,28304596
Utah,Ancestry,West Indian (excluding Hispanic origin groups),3229,3101833
Vermont,Ancestry,West Indian (excluding Hispanic origin groups),647,623657
Virginia,Ancestry,West Indian (excluding Hispanic origin groups),50522,8470020
Washington,Ancestry,West Indian (excluding Hispanic origin groups),13517,7405743
West Virginia,Ancestry,West Indian (excluding Hispanic origin groups),1192,1815857
Wisconsin,Ancestry,West Indian (excluding Hispanic origin groups),6730,5795483
Wyoming,Ancestry,West Indian (excluding Hispanic origin groups),178,579315
Alabama,Race,American Indian and Alaska Native,25181,4874747
Alaska,Race,American Indian and Alaska Native,109948,739795
Arizona,Race,American Indian and Alaska Native,317974,7016270
Arkansas,Race,American Indian and Alaska Native,19110,3004279
California,Race,American Indian and Alaska Native,313859,39536653
Colorado,Race,American Indian and Alaska Native,56792,5607154
Connecticut,Race,American Indian and Alaska Native,11268,3588184
Delaware,Race,American Indian and Alaska Native,2729,961939
District of Columbia,Race,American Indian and Alaska Native,1690,693972
Florida,Race,American Indian and Alaska Native,63635,20984400
Georgia,Race,American Indian and Alaska Native,36855,10429379
Hawaii,Race,American Indian and Alaska Native,2661,1427538
Idaho,Race,American Indian and Alaska Native,21589,1716943
Illinois,Race,American Indian and Alaska Native,29910,12802023
Indiana,Race,American Indian and Alaska Native,12397,6666818
Iowa,Race,American Indian and Alaska Native,10791,3145711
Kansas,Race,American Indian and Alaska Native,21426,2913123
Kentucky,Race,American Indian and Alaska Native,7777,4454189
Louisiana,Race,American Indian and Alaska Native,23848,4684333
Maine,Race,American Indian and Alaska Native,9340,1335907
Maryland,Race,American Indian and Alaska Native,18931,6052177
Massachusetts,Race,American Indian and Alaska Native,15097,6859819
Michigan,Race,American Indian and Alaska Native,53461,9962311
Minnesota,Race,American Indian and Alaska Native,60803,5576606
Mississippi,Race,American Indian and Alaska Native,13746,2984100
Missouri,Race,American Indian and Alaska Native,25567,6113532
Montana,Race,American Indian and Alaska Native,64908,1050493
Nebraska,Race,American Indian and Alaska Native,15619,1920076
Nevada,Race,American Indian and Alaska Native,37910,2998039
New Hampshire,Race,American Indian and Alaska Native,1785,1342795
New Jersey,Race,American Indian and Alaska Native,17843,9005644
New Mexico,Race,American Indian and Alaska Native,199887,2088070
New York,Race,American Indian and Alaska Native,76069,19849399
North Carolina,Race,American Indian and Alaska Native,119909,10273419
North Dakota,Race,American Indian and Alaska Native,41706,755393
Ohio,Race,American Indian and Alaska Native,23720,11658609
Oklahoma,Race,American Indian and Alaska Native,302400,3930864
Oregon,Race,American Indian and Alaska Native,47692,4142776
Pennsylvania,Race,American Indian and Alaska Native,23523,12805537
Rhode Island,Race,American Indian and Alaska Native,5580,1059639
South Carolina,Race,American Indian and Alaska Native,15007,5024369
South Dakota,Race,American Indian and Alaska Native,76078,869666
Tennessee,Race,American Indian and Alaska Native,14637,6715984
Texas,Race,American Indian and Alaska Native,135098,28304596
Utah,Race,American Indian and Alaska Native,32694,3101833
Vermont,Race,American Indian and Alaska Native,2355,623657
Virginia,Race,American Indian and Alaska Native,26792,8470020
Washington,Race,American Indian and Alaska Native,93038,7405743
West Virginia,Race,American Indian and Alaska Native,2438,1815857
Wisconsin,Race,American Indian and Alaska Native,49261,5795483
Wyoming,Race,American Indian and Alaska Native,13944,579315
Alabama,Race,Asian,66908,4874747
Alaska,Race,Asian,49385,739795
Arizona,Race,Asian,232517,7016270
Arkansas,Race,Asian,47885,3004279
California,Race,Asian,5765305,39536653
Colorado,Race,Asian,179251,5607154
Connecticut,Race,Asian,163924,3588184
Delaware,Race,Asian,38930,961939
District of Columbia,Race,Asian,28499,693972
Florida,Race,Asian,588087,20984400
Georgia,Race,Asian,410915,10429379
Hawaii,Race,Asian,545639,1427538
Idaho,Race,Asian,23113,1716943
Illinois,Race,Asian,694968,12802023
Indiana,Race,Asian,148366,6666818
Iowa,Race,Asian,81714,3145711
Kansas,Race,Asian,85840,2913123
Kentucky,Race,Asian,64878,4454189
Louisiana,Race,Asian,84816,4684333
Maine,Race,Asian,15157,1335907
Maryland,Race,Asian,391328,6052177
Massachusetts,Race,Asian,452717,6859819
Michigan,Race,Asian,308052,9962311
Minnesota,Race,Asian,273194,5576606
Mississippi,Race,Asian,27694,2984100
Missouri,Race,Asian,124518,6113532
Montana,Race,Asian,7366,1050493
Nebraska,Race,Asian,47118,1920076
Nevada,Race,Asian,255025,2998039
New Hampshire,Race,Asian,35663,1342795
New Jersey,Race,Asian,886261,9005644
New Mexico,Race,Asian,29427,2088070
New York,Race,Asian,1734663,19849399
North Carolina,Race,Asian,295672,10273419
North Dakota,Race,Asian,12699,755393
Ohio,Race,Asian,257518,11658609
Oklahoma,Race,Asian,86704,3930864
Oregon,Race,Asian,181659,4142776
Pennsylvania,Race,Asian,444588,12805537
Rhode Island,Race,Asian,38058,1059639
South Carolina,Race,Asian,76181,5024369
South Dakota,Race,Asian,10775,869666
Tennessee,Race,Asian,119115,6715984
Texas,Race,Asian,1360248,28304596
Utah,Race,Asian,75691,3101833
Vermont,Race,Asian,11270,623657
Virginia,Race,Asian,545776,8470020
Washington,Race,Asian,632156,7405743
West Virginia,Race,Asian,13733,1815857
Wisconsin,Race,Asian,159530,5795483
Wyoming,Race,Asian,4832,579315
Alabama,Race,Black or African American,1307467,4874747
Alaska,Race,Black or African American,22107,739795
Arizona,Race,Black or African American,307655,7016270
Arkansas,Race,Black or African American,458367,3004279
California,Race,Black or African American,2271917,39536653
Colorado,Race,Black or African American,229436,5607154
Connecticut,Race,Black or African American,380578,3588184
Delaware,Race,Black or African American,210356,961939
District of Columbia,Race,Black or African American,318220,693972
Florida,Race,Black or African American,3394508,20984400
Georgia,Race,Black or African American,3292061,10429379
Hawaii,Race,Black or African American,23386,1427538
Idaho,Race,Black or African American,11347,1716943
Illinois,Race,Black or African American,1818986,12802023
Indiana,Race,Black or African American,623961,6666818
Iowa,Race,Black or African American,107076,3145711
Kansas,Race,Black or African American,167207,2913123
Kentucky,Race,Black or African American,361637,4454189
Louisiana,Race,Black or African American,1521339,4684333
Maine,Race,Black or African American,16372,1335907
Maryland,Race,Black or African American,1806673,6052177
Massachusetts,Race,Black or African American,531887,6859819
Michigan,Race,Black or African American,1374615,9962311
Minnesota,Race,Black or African American,361130,5576606
Mississippi,Race,Black or African American,1134333,2984100
Missouri,Race,Black or African American,698380,6113532
Montana,Race,Black or African American,4635,1050493
Nebraska,Race,Black or African American,88952,1920076
Nevada,Race,Black or African American,274550,2998039
New Hampshire,Race,Black or African American,22409,1342795
New Jersey,Race,Black or African American,1217572,9005644
New Mexico,Race,Black or African American,44431,2088070
New York,Race,Black or African American,3136984,19849399
North Carolina,Race,Black or African American,2206579,10273419
North Dakota,Race,Black or African American,23294,755393
Ohio,Race,Black or African American,1441353,11658609
Oklahoma,Race,Black or African American,286716,3930864
Oregon,Race,Black or African American,77750,4142776
Pennsylvania,Race,Black or African American,1437081,12805537
Rhode Island,Race,Black or African American,66660,1059639
South Carolina,Race,Black or African American,1357385,5024369
South Dakota,Race,Black or African American,16987,869666
Tennessee,Race,Black or African American,1122675,6715984
Texas,Race,Black or African American,3423231,28304596
Utah,Race,Black or African American,37669,3101833
Vermont,Race,Black or African American,8260,623657
Virginia,Race,Black or African American,1627641,8470020
Washington,Race,Black or African American,271584,7405743
West Virginia,Race,Black or African American,71991,1815857
Wisconsin,Race,Black or African American,370335,5795483
Wyoming,Race,Black or African American,5766,579315
Alabama,Race,Native Hawaiian and Other Pacific Islander,1581,4874747
Alaska,Race,Native Hawaiian and Other Pacific Islander,8830,739795
Arizona,Race,Native Hawaiian and Other Pacific Islander,16453,7016270
Arkansas,Race,Native Hawaiian and Other Pacific Islander,8551,3004279
California,Race,Native Hawaiian and Other Pacific Islander,153923,39536653
Colorado,Race,Native Hawaiian and Other Pacific Islander,8400,5607154
Connecticut,Race,Native Hawaiian and Other Pacific Islander,525,3588184
Delaware,Race,Native Hawaiian and Other Pacific Islander,244,961939
District of Columbia,Race,Native Hawaiian and Other Pacific Islander,302,693972
Florida,Race,Native Hawaiian and Other Pacific Islander,13937,20984400
Georgia,Race,Native Hawaiian and Other Pacific Islander,8594,10429379
Hawaii,Race,Native Hawaiian and Other Pacific Islander,145271,1427538
Idaho,Race,Native Hawaiian and Other Pacific Islander,3079,1716943
Illinois,Race,Native Hawaiian and Other Pacific Islander,4860,12802023
Indiana,Race,Native Hawaiian and Other Pacific Islander,1441,6666818
Iowa,Race,Native Hawaiian and Other Pacific Islander,5876,3145711
Kansas,Race,Native Hawaiian and Other Pacific Islander,3712,2913123
Kentucky,Race,Native Hawaiian and Other Pacific Islander,3527,4454189
Louisiana,Race,Native Hawaiian and Other Pacific Islander,1517,4684333
Maine,Race,Native Hawaiian and Other Pacific Islander,228,1335907
Maryland,Race,Native Hawaiian and Other Pacific Islander,2143,6052177
Massachusetts,Race,Native Hawaiian and Other Pacific Islander,993,6859819
Michigan,Race,Native Hawaiian and Other Pacific Islander,2951,9962311
Minnesota,Race,Native Hawaiian and Other Pacific Islander,2044,5576606
Mississippi,Race,Native Hawaiian and Other Pacific Islander,1095,2984100
Missouri,Race,Native Hawaiian and Other Pacific Islander,8956,6113532
Montana,Race,Native Hawaiian and Other Pacific Islander,1150,1050493
Nebraska,Race,Native Hawaiian and Other Pacific Islander,1244,1920076
Nevada,Race,Native Hawaiian and Other Pacific Islander,20761,2998039
New Hampshire,Race,Native Hawaiian and Other Pacific Islander,560,1342795
New Jersey,Race,Native Hawaiian and Other Pacific Islander,3771,9005644
New Mexico,Race,Native Hawaiian and Other Pacific Islander,1684,2088070
New York,Race,Native Hawaiian and Other Pacific Islander,7397,19849399
North Carolina,Race,Native Hawaiian and Other Pacific Islander,8385,10273419
North Dakota,Race,Native Hawaiian and Other Pacific Islander,540,755393
Ohio,Race,Native Hawaiian and Other Pacific Islander,4216,11658609
Oklahoma,Race,Native Hawaiian and Other Pacific Islander,7163,3930864
Oregon,Race,Native Hawaiian and Other Pacific Islander,16144,4142776
Pennsylvania,Race,Native Hawaiian and Other Pacific Islander,3425,12805537
Rhode Island,Race,Native Hawaiian and Other Pacific Islander,1128,1059639
South Carolina,Race,Native Hawaiian and Other Pacific Islander,6389,5024369
South Dakota,Race,Native Hawaiian and Other Pacific Islander,944,869666
Tennessee,Race,Native Hawaiian and Other Pacific Islander,6380,6715984
Texas,Race,Native Hawaiian and Other Pacific Islander,23905,28304596
Utah,Race,Native Hawaiian and Other Pacific Islander,26547,3101833
Vermont,Race,Native Hawaiian and Other Pacific Islander,166,623657
Virginia,Race,Native Hawaiian and Other Pacific Islander,4225,8470020
Washington,Race,Native Hawaiian and Other Pacific Islander,48533,7405743
West Virginia,Race,Native Hawaiian and Other Pacific Islander,344,1815857
Wisconsin,Race,Native Hawaiian and Other Pacific Islander,4177,5795483
Wyoming,Race,Native Hawaiian and Other Pacific Islander,8,579315
Alabama,Race,Some Other Race,67308,4874747
Alaska,Race,Some Other Race,11279,739795
Arizona,Race,Some Other Race,432853,7016270
Arkansas,Race,Some Other Race,91890,3004279
California,Race,Some Other Race,5911803,39536653
Colorado,Race,Some Other Race,219189,5607154
Connecticut,Race,Some Other Race,191373,3588184
Delaware,Race,Some Other Race,18372,961939
District of Columbia,Race,Some Other Race,40116,693972
Florida,Race,Some Other Race,602032,20984400
Georgia,Race,Some Other Race,271833,10429379
Hawaii,Race,Some Other Race,21476,1427538
Idaho,Race,Some Other Race,59093,1716943
Illinois,Race,Some Other Race,797916,12802023
Indiana,Race,Some Other Race,125725,6666818
Iowa,Race,Some Other Race,41459,3145711
Kansas,Race,Some Other Race,71385,2913123
Kentucky,Race,Some Other Race,42177,4454189
Louisiana,Race,Some Other Race,75586,4684333
Maine,Race,Some Other Race,2621,1335907
Maryland,Race,Some Other Race,305303,6052177
Massachusetts,Race,Some Other Race,261841,6859819
Michigan,Race,Some Other Race,113928,9962311
Minnesota,Race,Some Other Race,110733,5576606
Mississippi,Race,Some Other Race,30914,2984100
Missouri,Race,Some Other Race,81237,6113532
Montana,Race,Some Other Race,7788,1050493
Nebraska,Race,Some Other Race,38823,1920076
Nevada,Race,Some Other Race,333731,2998039
New Hampshire,Race,Some Other Race,4518,1342795
New Jersey,Race,Some Other Race,538371,9005644
New Mexico,Race,Some Other Race,161056,2088070
New York,Race,Some Other Race,1768858,19849399
North Carolina,Race,Some Other Race,309141,10273419
North Dakota,Race,Some Other Race,8251,755393
Ohio,Race,Some Other Race,110748,11658609
Oklahoma,Race,Some Other Race,107507,3930864
Oregon,Race,Some Other Race,123547,4142776
Pennsylvania,Race,Some Other Race,243000,12805537
Rhode Island,Race,Some Other Race,47303,1059639
South Carolina,Race,Some Other Race,81959,5024369
South Dakota,Race,Some Other Race,5647,869666
Tennessee,Race,Some Other Race,89260,6715984
Texas,Race,Some Other Race,1683894,28304596
Utah,Race,Some Other Race,179943,3101833
Vermont,Race,Some Other Race,1392,623657
Virginia,Race,Some Other Race,219501,8470020
Washington,Race,Some Other Race,339986,7405743
West Virginia,Race,Some Other Race,12506,1815857
Wisconsin,Race,Some Other Race,126767,5795483
Wyoming,Race,Some Other Race,10001,579315
Alabama,Race,Two or more races,93584,4874747
Alaska,Race,Two or more races,63390,739795
Arizona,Race,Two or more races,266401,7016270
Arkansas,Race,Two or more races,85169,3004279
California,Race,Two or more races,1938077,39536653
Colorado,Race,Two or more races,193591,5607154
Connecticut,Race,Two or more races,117503,3588184
Delaware,Race,Two or more races,29224,961939
District of Columbia,Race,Two or more races,20609,693972
Florida,Race,Two or more races,553886,20984400
Georgia,Race,Two or more races,286165,10429379
Hawaii,Race,Two or more races,331992,1427538
Idaho,Race,Two or more races,52711,1716943
Illinois,Race,Two or more races,335471,12802023
Indiana,Race,Two or more races,177031,6666818
Iowa,Race,Two or more races,67729,3145711
Kansas,Race,Two or more races,101338,2913123
Kentucky,Race,Two or more races,101523,4454189
Louisiana,Race,Two or more races,86409,4684333
Maine,Race,Two or more races,30578,1335907
Maryland,Race,Two or more races,205316,6052177
Massachusetts,Race,Two or more races,209873,6859819
Michigan,Race,Two or more races,294529,9962311
Minnesota,Race,Two or more races,158237,5576606
Mississippi,Race,Two or more races,40431,2984100
Missouri,Race,Two or more races,161277,6113532
Montana,Race,Two or more races,34098,1050493
Nebraska,Race,Two or more races,51228,1920076
Nevada,Race,Two or more races,139203,2998039
New Hampshire,Race,Two or more races,28109,1342795
New Jersey,Race,Two or more races,229588,9005644
New Mexico,Race,Two or more races,69565,2088070
New York,Race,Two or more races,602071,19849399
North Carolina,Race,Two or more races,266988,10273419
North Dakota,Race,Two or more races,14787,755393
Ohio,Race,Two or more races,340980,11658609
Oklahoma,Race,Two or more races,302882,3930864
Oregon,Race,Two or more races,198742,4142776
Pennsylvania,Race,Two or more races,314432,12805537
Rhode Island,Race,Two or more races,34652,1059639
South Carolina,Race,Two or more races,107229,5024369
South Dakota,Race,Two or more races,22654,869666
Tennessee,Race,Two or more races,142326,6715984
Texas,Race,Two or more races,749080,28304596
Utah,Race,Two or more races,92276,3101833
Vermont,Race,Two or more races,12949,623657
Virginia,Race,Two or more races,331386,8470020
Washington,Race,Two or more races,438085,7405743
West Virginia,Race,Two or more races,30524,1815857
Wisconsin,Race,Two or more races,143237,5795483
Wyoming,Race,Two or more races,16350,579315
Alabama,Race,White,3312718,4874747
Alaska,Race,White,474856,739795
Arizona,Race,White,5442417,7016270
Arkansas,Race,White,2293307,3004279
California,Race,White,23181769,39536653
Colorado,Race,White,4720495,5607154
Connecticut,Race,White,2723013,3588184
Delaware,Race,White,662084,961939
District of Columbia,Race,White,284536,693972
Florida,Race,White,15768315,20984400
Georgia,Race,White,6122956,10429379
Hawaii,Race,White,357113,1427538
Idaho,Race,White,1546011,1716943
Illinois,Race,White,9119912,12802023
Indiana,Race,White,5577897,6666818
Iowa,Race,White,2831066,3145711
Kansas,Race,White,2462215,2913123
Kentucky,Race,White,3872670,4454189
Louisiana,Race,White,2890818,4684333
Maine,Race,White,1261611,1335907
Maryland,Race,White,3322483,6052177
Massachusetts,Race,White,5387411,6859819
Michigan,Race,White,7814775,9962311
Minnesota,Race,White,4610465,5576606
Mississippi,Race,White,1735887,2984100
Missouri,Race,White,5013597,6113532
Montana,Race,White,930548,1050493
Nebraska,Race,White,1677092,1920076
Nevada,Race,White,1936859,2998039
New Hampshire,Race,White,1249751,1342795
New Jersey,Race,White,6112238,9005644
New Mexico,Race,White,1582020,2088070
New York,Race,White,12523357,19849399
North Carolina,Race,White,7066745,10273419
North Dakota,Race,White,654116,755393
Ohio,Race,White,9480074,11658609
Oklahoma,Race,White,2837492,3930864
Oregon,Race,White,3497242,4142776
Pennsylvania,Race,White,10339488,12805537
Rhode Island,Race,White,866258,1059639
South Carolina,Race,White,3380219,5024369
South Dakota,Race,White,736581,869666
Tennessee,Race,White,5221591,6715984
Texas,Race,White,20929140,28304596
Utah,Race,White,2657013,3101833
Vermont,Race,White,587265,623657
Virginia,Race,White,5714699,8470020
Washington,Race,White,5582361,7405743
West Virginia,Race,White,1684321,1815857
Wisconsin,Race,White,4942176,5795483
Wyoming,Race,White,528414,579315
Alabama,Ethnicity,Not Hispanic or Latino,4672777,4874747
Alaska,Ethnicity,Not Hispanic or Latino,688083,739795
Arizona,Ethnicity,Not Hispanic or Latino,4814097,7016270
Arkansas,Ethnicity,Not Hispanic or Latino,2780515,3004279
California,Ethnicity,Not Hispanic or Latino,24059347,39536653
Colorado,Ethnicity,Not Hispanic or Latino,4400430,5607154
Connecticut,Ethnicity,Not Hispanic or Latino,3009351,3588184
Delaware,Ethnicity,Not Hispanic or Latino,872399,961939
District of Columbia,Ethnicity,Not Hispanic or Latino,617446,693972
Florida,Ethnicity,Not Hispanic or Latino,15613540,20984400
Georgia,Ethnicity,Not Hispanic or Latino,9427907,10429379
Hawaii,Ethnicity,Not Hispanic or Latino,1277413,1427538
Idaho,Ethnicity,Not Hispanic or Latino,1503324,1716943
Illinois,Ethnicity,Not Hispanic or Latino,10595096,12802023
Indiana,Ethnicity,Not Hispanic or Latino,6205200,6666818
Iowa,Ethnicity,Not Hispanic or Latino,2959965,3145711
Kansas,Ethnicity,Not Hispanic or Latino,2567613,2913123
Kentucky,Ethnicity,Not Hispanic or Latino,4299026,4454189
Louisiana,Ethnicity,Not Hispanic or Latino,4440713,4684333
Maine,Ethnicity,Not Hispanic or Latino,1314008,1335907
Maryland,Ethnicity,Not Hispanic or Latino,5439468,6052177
Massachusetts,Ethnicity,Not Hispanic or Latino,6048527,6859819
